,Event,Wedding,Performance or concert,Dancing people,Funeral,Traffic accident,Fire,Police or army (armed forces),Procession,Marketplace,Hunting scene,Fishing,Portrait,Studio portrait,Double portrait,Group portrait,Aerial photograph,Interior view,Classroom (interior),Factory (interior),Religious structure (interior),Healthcare facility (interior),Built environment,Street or road,Square (open space),Bridge,Park (recreation area),Burial ground,Swimming pool,Sports field,Tennis court,Foutball pitch,Military base,Fort,Military field base,Religious structure,Mosque,Church,Temple,Temple Reliefs,House or building (other),School building,Store,Healthcare facility,Stilt house,Palace,Ruin,Industry and transport,Port or shipyard,Airport,Railroad,Factory or power station,Mine (industrial complex),Agricultural land,Husbandry,Plantation,Rice field,Natural landscape,Mountain,Rocks (landform),Cave,Coast (coastline),Volcano,Volcanic eruption,Wood (plant community),Grassland (plant community),Valley (landform),Expanse of water,Bodies of water (sea or lake),Bay,River,Canal,Waterfall,Flood
1001365.jpg,-16.483,-15.556,-17.986,-17.411,-14.485,-8.29,-14.209,-11.953,-11.486,-11.594,-14.333,-16.653,-25.356,-19.737,-17.836,-21.033,-8.609,-12.196,-20.056,-17.527,-16.554,-22.528,-10.523,-5.812,-9.454,-7.953,-12.512,-13.626,-14.028,-15.717,-16.59,-16.13,-15.702,-10.748,-19.586,-13.554,-11.246,-14.721,-12.278,-14.913,-8.32,-13.707,-14.589,-18.508,-13.188,-11.781,-16.738,-6.84,-16.592,-17.357,-13.169,-16.983,-20.237,-16.058,-15.428,-11.388,-15.539,-14.873,-17.403,-15.846,-21.857,-16.039,-15.204,-16.14,-16.938,-20.885,-15.609,-13.606,-14.495,-14.545,-11.134,-10.926,-14.177,-11.004
1001388.jpg,-21.292,-15.827,-19.111,-16.121,-18.343,-17.33,-12.735,-17.973,-14.76,-15.854,-12.043,-12.511,-11.41,-6.334,-8.806,-16.123,-16.659,-15.859,-19.313,-20.241,-19.767,-24.144,-16.88,-15.476,-17.068,-17.539,-17.577,-17.972,-16.428,-17.182,-18.462,-16.112,-24.378,-18.646,-25.731,-16.396,-18.121,-21.412,-16.65,-14.332,-13.806,-20.264,-18.331,-23.031,-17.062,-19.96,-20.703,-14.111,-22.67,-21.904,-16.985,-21.735,-25.56,-16.675,-10.753,-11.979,-12.794,-16.782,-15.577,-16.28,-18.149,-15.71,-14.667,-16.003,-14.115,-19.965,-18.577,-14.603,-14.807,-19.165,-13.873,-18.02,-14.674,-13.529
1001468.jpg,-18.932,-13.816,-19.724,-17.976,-14.871,-14.135,-11.181,-12.663,-11.065,-15.925,-12.114,-15.561,-23.727,-18.037,-17.984,-21.782,-12.618,-9.0,-12.811,-14.415,-14.129,-18.172,-7.527,-7.548,-9.134,-13.32,-7.914,-5.923,-10.897,-11.333,-12.199,-12.244,-10.298,-9.287,-13.488,-12.668,-13.191,-14.568,-11.689,-10.091,-6.689,-9.386,-16.726,-17.212,-9.534,-14.134,-17.725,-11.033,-17.801,-16.953,-11.216,-16.085,-17.12,-10.058,-10.282,-1.42,-10.374,-7.389,-12.42,-13.196,-15.32,-9.268,-12.402,-13.143,-8.434,-15.497,-13.29,-10.357,-12.416,-13.939,-9.938,-10.1,-12.687,-8.524
1001510.jpg,-18.552,-13.045,-18.501,-17.445,-13.367,-14.542,-11.224,-14.126,-12.619,-18.139,-11.349,-17.115,-22.183,-16.1,-14.541,-20.679,-13.738,-8.724,-13.711,-15.137,-11.061,-18.58,-9.582,-8.595,-9.258,-13.281,-8.553,-6.59,-10.885,-10.995,-12.726,-13.002,-13.152,-12.209,-15.677,-10.37,-10.185,-12.054,-9.333,-11.155,-2.992,-8.773,-16.543,-17.724,-5.369,-12.215,-15.168,-12.443,-20.715,-19.623,-13.263,-15.103,-18.367,-9.823,-10.962,-3.698,-7.991,-7.762,-12.101,-13.304,-16.452,-14.034,-11.95,-12.06,-8.616,-13.244,-13.523,-10.694,-13.551,-17.373,-11.187,-13.356,-11.716,-8.04
1001561.jpg,-21.26,-11.941,-18.393,-13.598,-12.976,-15.808,-12.11,-15.183,-9.167,-22.067,-9.743,-13.184,-17.782,-14.764,-10.153,-11.224,-14.05,-13.016,-18.942,-21.921,-22.282,-24.651,-11.874,-12.103,-16.499,-14.219,-9.207,-9.768,-13.91,-11.692,-14.172,-12.315,-19.988,-13.371,-21.301,-16.686,-18.16,-18.012,-15.685,-16.745,-12.846,-16.923,-20.847,-22.402,-16.099,-18.288,-21.127,-12.951,-24.669,-22.096,-12.685,-21.147,-22.67,-10.173,-9.812,-3.075,-11.388,-9.947,-8.978,-11.405,-12.977,-9.819,-9.769,-11.301,-8.223,-10.047,-11.941,-13.417,-12.028,-17.978,-10.814,-13.201,-9.515,-11.184
1001605.jpg,-18.38,-15.871,-19.118,-15.425,-15.937,-16.162,-12.482,-14.478,-14.122,-16.012,-9.005,-14.132,-21.961,-17.625,-18.222,-17.999,-10.826,-12.02,-14.372,-16.837,-14.422,-21.11,-9.988,-13.509,-9.233,-14.103,-8.408,-6.716,-12.912,-8.176,-13.045,-10.484,-10.369,-11.581,-10.833,-12.427,-14.01,-15.483,-12.34,-11.891,-7.308,-10.927,-16.779,-19.762,-4.987,-14.911,-16.041,-12.738,-20.259,-17.252,-13.043,-15.487,-17.625,-6.688,-7.038,-5.352,-5.28,-8.909,-13.136,-13.593,-16.945,-12.708,-14.164,-13.962,-9.643,-9.4,-13.818,-11.785,-13.9,-17.106,-12.579,-14.87,-13.368,-10.285
1001609.jpg,-15.42,-13.339,-18.421,-14.948,-13.852,-16.743,-13.089,-13.618,-11.925,-18.687,-17.902,-17.895,-26.486,-17.038,-15.358,-15.448,-20.388,-10.235,-12.422,-17.48,-13.626,-11.368,-13.714,-19.962,-15.018,-16.314,-12.956,-13.015,-13.397,-14.664,-15.306,-16.203,-14.231,-14.12,-16.351,-12.947,-17.982,-15.551,-15.725,-16.05,-12.655,-14.174,-19.143,-11.26,-12.168,-17.691,-25.113,-15.186,-25.25,-20.74,-17.594,-21.672,-26.046,-19.046,-10.725,-9.094,-15.23,-18.534,-16.819,-19.847,-18.222,-18.593,-15.179,-15.264,-16.848,-20.52,-20.118,-16.071,-15.951,-22.438,-15.988,-19.21,-14.392,-12.983
10017.jpg,-22.133,-14.998,-18.65,-18.937,-17.218,-17.021,-9.46,-16.081,-14.587,-19.579,-10.991,-16.231,-21.982,-17.765,-16.566,-23.537,-14.362,-11.08,-16.638,-20.194,-14.749,-25.134,-10.803,-15.247,-11.846,-13.391,-10.32,-9.098,-12.826,-10.03,-14.406,-11.68,-15.404,-13.148,-16.524,-10.539,-12.936,-15.352,-9.221,-11.162,-9.708,-14.083,-21.278,-23.094,-7.202,-18.071,-16.239,-13.997,-25.174,-20.691,-13.871,-16.99,-20.069,-7.76,-11.705,-3.933,-7.023,-4.677,-3.774,-8.543,-12.991,-12.129,-3.757,-6.613,-8.965,-10.654,-8.242,-11.861,-13.696,-15.207,-10.524,-16.055,-10.484,-10.201
10018.jpg,-18.476,-15.92,-19.627,-16.791,-14.242,-13.643,-13.811,-10.696,-10.557,-12.816,-10.69,-12.513,-20.723,-20.42,-16.741,-16.965,-15.139,-14.563,-19.173,-19.613,-18.043,-22.175,-13.753,-15.24,-13.697,-8.884,-14.355,-13.109,-13.846,-16.483,-20.187,-17.108,-9.876,-10.062,-12.327,-15.656,-12.59,-17.711,-14.708,-14.895,-12.118,-16.229,-15.013,-19.596,-11.508,-13.709,-18.274,-7.923,-16.186,-13.534,-11.041,-19.744,-19.21,-15.133,-6.75,-12.94,-15.943,-13.083,-14.784,-13.894,-16.808,-11.649,-15.303,-15.971,-14.906,-17.923,-15.929,-9.491,-9.602,-13.662,-9.018,-8.156,-14.429,-8.583
1001850.jpg,-24.095,-14.747,-20.605,-18.49,-14.802,-14.374,-9.349,-12.582,-15.57,-19.197,-13.858,-15.184,-27.108,-19.647,-16.771,-29.714,-16.683,-9.735,-14.507,-13.236,-12.782,-22.166,-10.509,-10.652,-10.593,-14.544,-11.914,-6.708,-9.181,-14.362,-15.81,-13.286,-15.028,-14.027,-17.029,-10.554,-12.524,-15.47,-10.65,-11.473,-3.336,-11.433,-13.932,-20.338,-10.065,-19.064,-13.204,-11.028,-19.678,-22.656,-10.896,-13.135,-17.37,-14.105,-10.507,-9.611,-13.703,-12.333,-15.377,-13.198,-14.936,-13.156,-12.609,-13.89,-9.968,-20.463,-17.044,-11.362,-14.075,-20.807,-13.065,-11.56,-10.894,-7.703
1001889.jpg,-18.415,-17.551,-19.469,-17.153,-14.628,-13.362,-14.621,-14.464,-13.824,-15.729,-8.316,-11.177,-19.445,-18.623,-15.397,-15.708,-9.672,-14.783,-20.007,-20.244,-18.621,-24.092,-11.989,-12.873,-14.499,-6.504,-11.035,-10.064,-14.251,-12.288,-17.759,-15.194,-14.129,-12.909,-15.91,-13.209,-14.763,-16.525,-14.879,-16.107,-13.541,-16.866,-19.567,-20.649,-12.997,-16.553,-16.234,-11.829,-19.929,-16.197,-12.672,-17.899,-19.673,-8.447,-7.645,-8.726,-5.697,-9.511,-10.125,-12.48,-17.894,-13.276,-12.174,-12.92,-15.419,-9.407,-11.172,-10.287,-10.692,-12.863,-6.667,-8.999,-12.818,-8.075
10019.jpg,-24.21,-16.321,-18.61,-17.841,-18.365,-17.711,-11.437,-18.067,-12.861,-19.953,-9.624,-16.82,-25.399,-22.515,-16.972,-24.605,-18.453,-11.548,-18.661,-21.997,-12.884,-25.919,-12.362,-15.837,-13.702,-12.648,-16.623,-14.045,-11.175,-15.119,-17.985,-15.942,-19.47,-13.436,-22.553,-8.343,-12.646,-16.601,-4.154,-0.634,-9.915,-14.966,-19.487,-24.219,-12.54,-12.823,-9.436,-15.503,-24.148,-22.005,-17.741,-21.434,-24.186,-17.534,-13.426,-13.447,-13.021,-11.942,-12.562,-11.916,-14.725,-13.638,-12.052,-13.659,-14.948,-20.899,-15.61,-13.591,-15.503,-18.367,-12.523,-15.146,-11.197,-11.945
1001995.jpg,-20.089,-15.069,-20.326,-19.396,-15.532,-15.349,-14.597,-13.037,-15.401,-18.233,-16.121,-18.124,-24.597,-18.078,-15.66,-22.974,-16.56,-11.469,-17.435,-18.349,-15.158,-21.218,-9.236,-9.19,-10.197,-15.583,-9.616,-10.101,-11.938,-12.07,-13.459,-12.301,-14.077,-13.364,-18.046,-12.179,-12.663,-16.078,-13.182,-12.967,-4.36,-11.266,-16.698,-18.487,-6.801,-12.402,-19.692,-10.561,-20.82,-19.091,-14.117,-16.738,-21.323,-12.589,-12.776,-7.594,-11.724,-12.813,-15.504,-15.506,-21.534,-13.437,-14.923,-15.961,-13.832,-15.257,-16.14,-14.589,-16.33,-18.433,-15.118,-15.072,-16.057,-12.415
10020.jpg,-19.394,-16.76,-19.07,-17.194,-14.923,-13.203,-14.31,-13.333,-12.223,-15.101,-6.366,-14.052,-18.746,-18.144,-15.376,-16.163,-16.197,-16.424,-22.062,-23.28,-21.104,-25.941,-16.098,-16.231,-15.791,-16.251,-16.674,-14.625,-17.5,-16.525,-20.222,-15.844,-16.428,-13.428,-18.643,-16.208,-14.339,-19.807,-16.943,-15.975,-17.193,-19.965,-17.107,-22.62,-16.978,-13.854,-19.108,-11.774,-21.798,-18.326,-15.377,-23.19,-23.386,-15.966,-5.851,-14.213,-16.695,-15.241,-15.24,-15.575,-16.641,-15.44,-16.175,-16.226,-17.177,-17.812,-17.476,-14.947,-14.982,-17.468,-15.579,-14.949,-16.553,-13.889
1002001.jpg,-16.725,-11.684,-15.569,-17.638,-13.197,-17.187,-13.209,-15.251,-13.648,-21.472,-13.528,-18.173,-22.366,-16.552,-16.829,-20.639,-15.538,-10.206,-14.799,-18.281,-13.645,-19.052,-10.566,-14.017,-10.922,-13.859,-6.933,-7.588,-9.851,-9.512,-9.868,-12.024,-15.146,-10.755,-17.373,-11.513,-10.675,-15.166,-10.617,-12.519,-5.265,-9.941,-18.118,-17.275,-6.843,-7.825,-17.997,-14.02,-22.781,-17.759,-15.372,-16.865,-20.224,-12.327,-13.209,-5.212,-10.21,-8.903,-11.787,-14.098,-17.178,-14.834,-12.843,-13.972,-9.569,-12.11,-14.06,-11.121,-13.29,-16.27,-12.296,-15.353,-12.124,-12.712
1002016.jpg,-20.795,-15.749,-19.859,-18.992,-16.914,-15.63,-12.105,-15.838,-13.688,-20.211,-11.359,-15.868,-23.924,-20.242,-18.862,-24.52,-6.313,-12.079,-18.894,-19.429,-17.387,-23.104,-11.096,-10.647,-12.002,-12.267,-7.887,-7.485,-12.84,-9.852,-15.101,-12.381,-14.689,-11.423,-15.83,-13.44,-15.357,-16.921,-12.762,-12.716,-13.027,-16.427,-21.21,-20.921,-13.86,-16.952,-15.923,-12.727,-22.968,-19.904,-12.46,-17.759,-15.779,-5.584,-11.872,-2.889,-7.388,-4.935,-7.907,-8.342,-14.483,-9.541,-9.434,-10.317,-7.776,-9.382,-4.144,-9.921,-10.752,-13.863,-7.448,-11.175,-10.599,-9.179
1002019.jpg,-12.306,-7.201,-13.204,-15.682,-1.44,-14.076,-13.191,-14.7,-0.727,-18.186,-12.105,-19.284,-22.728,-16.714,-13.533,-13.958,-16.94,-12.829,-19.242,-18.385,-9.469,-19.552,-14.043,-15.454,-13.603,-14.446,-14.76,-7.474,-14.736,-15.356,-17.382,-15.767,-17.159,-10.371,-21.155,-6.811,-7.264,-7.449,-7.96,-10.894,-8.407,-11.908,-18.07,-16.871,-12.636,-6.813,-18.654,-12.018,-23.198,-19.745,-15.45,-20.12,-24.363,-18.135,-10.61,-8.503,-15.051,-16.786,-16.962,-17.519,-18.467,-19.023,-15.223,-15.15,-14.72,-18.276,-18.26,-15.99,-16.904,-18.491,-15.129,-16.582,-15.447,-12.862
1002052.jpg,-19.461,-15.298,-17.257,-15.005,-17.299,-14.406,-9.941,-14.895,-10.428,-18.335,-7.592,-11.702,-26.067,-22.046,-17.542,-23.261,-15.341,-11.568,-17.326,-17.469,-11.32,-24.733,-13.185,-16.601,-15.552,-12.048,-17.534,-14.065,-12.284,-15.134,-17.022,-15.046,-16.724,-9.495,-20.668,-8.307,-11.334,-13.978,-5.734,2.758,-10.642,-13.424,-17.332,-23.039,-14.201,-11.569,-8.053,-11.561,-16.656,-18.427,-14.18,-19.623,-19.525,-17.286,-14.027,-13.658,-14.222,-13.162,-12.659,-11.883,-11.888,-11.653,-11.299,-11.603,-14.654,-20.175,-16.609,-11.643,-11.061,-14.236,-10.976,-13.636,-12.063,-7.567
1002085.jpg,-17.669,-15.201,-17.532,-13.85,-16.893,-14.698,-10.626,-15.952,-9.469,-19.388,-6.662,-14.602,-21.255,-20.251,-14.284,-19.14,-15.204,-11.842,-14.036,-16.512,-12.771,-23.52,-12.232,-15.973,-11.731,-13.407,-14.612,-13.637,-14.009,-14.492,-16.071,-14.476,-19.096,-12.699,-21.676,-9.113,-13.14,-15.062,-6.673,1.519,-11.882,-13.112,-18.788,-21.713,-15.566,-12.004,-11.611,-14.338,-21.729,-19.36,-15.3,-18.859,-19.811,-14.398,-11.122,-8.246,-12.475,-12.076,-11.533,-10.507,-13.047,-15.609,-10.78,-11.728,-11.481,-17.77,-14.096,-14.019,-14.646,-16.523,-11.771,-14.969,-11.613,-11.997
1002103.jpg,-19.271,-15.956,-19.732,-18.669,-15.57,-17.899,-12.499,-16.25,-13.441,-19.253,-14.816,-17.871,-25.376,-19.55,-18.205,-23.749,-14.767,-11.529,-18.889,-19.086,-9.841,-24.433,-13.698,-17.252,-14.233,-13.407,-14.615,-13.026,-13.83,-15.711,-18.161,-15.759,-17.025,-10.381,-18.876,-4.584,-9.778,-13.521,-3.79,-3.292,-9.329,-13.731,-18.982,-21.732,-13.386,-11.451,-9.157,-13.454,-20.116,-18.393,-16.167,-17.443,-17.481,-16.218,-13.73,-12.235,-14.113,-14.441,-12.078,-11.51,-13.732,-16.14,-11.002,-12.628,-10.857,-18.52,-14.275,-15.809,-16.66,-17.527,-13.93,-16.119,-13.94,-12.956
1002109.jpg,-18.346,-13.614,-16.464,-16.247,-16.093,-17.429,-9.899,-16.547,-12.471,-20.198,-11.365,-19.15,-23.104,-18.194,-15.082,-20.951,-12.728,-11.722,-17.156,-19.323,-9.846,-25.273,-13.197,-15.788,-14.722,-12.871,-15.801,-14.131,-13.047,-17.156,-18.455,-16.446,-20.761,-11.243,-24.554,-6.862,-9.025,-12.812,-4.366,0.428,-6.068,-12.867,-18.801,-23.996,-13.11,-8.776,-12.387,-14.287,-23.112,-21.229,-16.778,-19.2,-21.216,-17.087,-16.975,-11.732,-14.113,-14.412,-13.272,-13.345,-15.229,-15.27,-11.66,-12.387,-11.67,-20.279,-16.789,-14.217,-15.821,-19.12,-14.461,-16.085,-12.916,-12.654
10022.jpg,-16.637,-16.029,-17.752,-19.69,-16.132,-15.561,-11.762,-13.281,-14.772,-18.373,-12.692,-15.456,-21.88,-20.018,-18.106,-20.658,-3.418,-11.863,-17.087,-16.271,-13.57,-20.039,-10.399,-13.602,-12.575,-12.204,-9.437,-9.3,-13.47,-12.684,-16.112,-13.654,-7.398,-5.982,-10.731,-12.475,-12.421,-14.014,-9.788,-12.213,-8.622,-13.354,-19.738,-17.756,-12.234,-10.859,-13.105,-10.958,-14.127,-14.625,-11.862,-15.184,-11.582,-10.605,-13.989,-5.772,-12.035,-8.042,-8.583,-11.82,-15.807,-7.406,-10.215,-10.716,-10.428,-15.309,-8.94,-8.099,-9.061,-6.719,-9.586,-12.936,-13.662,-9.656
10023.jpg,-23.605,-14.326,-18.635,-18.305,-18.423,-20.565,-11.809,-18.315,-14.413,-21.167,-12.785,-18.795,-23.391,-18.09,-13.9,-23.44,-19.883,-9.454,-17.32,-19.298,-13.212,-24.022,-12.761,-19.29,-16.101,-15.474,-17.794,-16.564,-14.365,-19.195,-19.424,-17.068,-20.705,-13.748,-24.79,-11.064,-12.677,-15.459,-5.981,-2.978,-10.142,-14.446,-18.716,-23.239,-13.774,-11.247,-13.004,-16.054,-25.219,-21.364,-19.275,-20.802,-25.111,-19.693,-15.167,-13.381,-14.959,-15.373,-14.999,-15.694,-17.379,-16.09,-13.49,-14.912,-14.705,-22.016,-18.727,-16.345,-17.708,-20.965,-16.16,-18.176,-15.073,-14.345
1002445.jpg,-21.823,-14.358,-17.714,-14.97,-16.591,-15.737,-10.303,-17.06,-10.735,-25.359,-4.917,-15.517,-19.622,-17.593,-12.896,-22.726,-11.809,-10.827,-17.859,-20.915,-15.597,-27.304,-14.072,-14.964,-11.63,-14.243,-11.605,-8.944,-11.953,-12.309,-17.621,-13.725,-21.22,-11.748,-21.849,-11.296,-14.774,-17.035,-8.614,-6.966,-11.521,-16.513,-22.531,-26.625,-12.845,-15.366,-9.615,-15.714,-27.205,-22.152,-16.294,-20.595,-25.029,-12.577,-12.248,-7.448,-10.449,-7.895,-9.804,-8.418,-11.577,-13.93,-9.681,-10.669,-5.161,-13.758,-12.376,-12.682,-13.546,-18.888,-10.59,-16.213,-9.184,-10.401
10026.jpg,-14.886,-12.743,-16.083,-16.232,-13.163,-17.06,-13.286,-14.784,-13.89,-16.87,-11.864,-17.688,-24.131,-18.08,-17.139,-21.223,-16.802,-10.602,-14.7,-18.089,-9.935,-19.239,-12.233,-15.647,-11.301,-13.276,-10.658,-8.784,-12.659,-12.361,-13.789,-13.809,-13.178,-8.894,-16.43,-8.679,-8.884,-11.089,-7.623,-12.445,-6.162,-9.591,-16.824,-17.424,-3.189,-5.974,-15.203,-12.661,-21.197,-16.375,-15.485,-19.137,-19.719,-14.692,-12.502,-6.278,-12.188,-12.124,-12.363,-17.362,-17.116,-15.906,-12.765,-14.329,-12.235,-16.92,-16.967,-14.212,-15.684,-14.347,-14.356,-16.072,-15.605,-13.573
1002646.jpg,-16.533,-15.043,-16.514,-19.289,-14.759,-14.081,-10.141,-13.402,-12.753,-16.82,-13.264,-11.807,-22.329,-17.337,-17.342,-20.015,-7.763,-12.307,-16.502,-9.842,-15.063,-20.713,-9.219,-14.265,-13.249,-7.69,-7.99,-9.579,-11.314,-11.036,-15.416,-11.208,-4.776,-6.931,-8.205,-11.776,-11.924,-13.905,-9.909,-13.002,-7.715,-11.381,-17.744,-18.193,-9.838,-10.9,-11.707,-3.765,-4.742,-11.843,-6.111,-6.37,-4.213,-11.172,-10.951,-7.051,-12.012,-9.47,-6.043,-9.057,-12.28,-6.84,-7.975,-9.302,-9.097,-15.494,-10.532,-7.017,-7.634,-7.163,-5.895,-7.399,-10.092,-6.7
10031.jpg,-16.54,-11.543,-11.044,-10.043,-9.653,-14.728,-6.363,-16.453,-4.042,-20.938,-9.802,-16.758,-21.042,-16.574,-12.75,-16.61,-14.412,-11.966,-18.44,-18.739,-10.957,-27.441,-14.154,-16.029,-12.15,-13.64,-15.093,-13.625,-12.948,-14.272,-19.346,-14.052,-19.965,-15.524,-21.771,-7.519,-12.554,-15.889,-7.48,-7.275,-11.842,-16.113,-23.558,-26.809,-11.379,-13.844,-12.75,-13.014,-22.581,-22.009,-15.99,-19.202,-23.773,-17.703,-13.558,-9.273,-13.267,-13.422,-10.754,-14.33,-13.788,-15.35,-7.291,-8.402,-9.156,-17.51,-15.794,-12.633,-14.852,-18.04,-12.859,-16.393,-10.675,-12.422
10038.jpg,-16.154,-11.209,-18.201,-16.634,-11.836,-16.55,-13.981,-15.042,-11.493,-18.2,-11.526,-17.405,-22.013,-15.167,-12.145,-16.148,-19.094,-9.954,-16.632,-18.489,-13.976,-18.217,-13.515,-15.772,-12.482,-14.6,-13.76,-12.114,-12.344,-15.05,-13.0,-15.427,-16.382,-9.289,-20.676,-12.492,-10.21,-14.798,-10.681,-13.381,-6.84,-12.054,-16.583,-16.829,-7.308,-5.452,-19.619,-12.357,-23.165,-16.504,-14.748,-20.876,-24.739,-15.717,-10.522,-6.991,-12.907,-13.331,-14.979,-17.852,-17.378,-17.488,-14.693,-15.468,-15.074,-18.583,-17.484,-14.501,-16.755,-17.326,-13.746,-15.321,-14.112,-13.916
10041.jpg,-24.111,-15.814,-19.505,-18.525,-19.287,-16.726,-9.775,-17.724,-16.177,-21.576,-14.015,-18.287,-20.079,-17.73,-12.297,-24.01,-14.796,-11.373,-17.651,-20.951,-13.346,-26.751,-12.595,-15.499,-14.961,-14.048,-16.322,-16.251,-12.227,-17.472,-18.907,-15.19,-23.659,-14.319,-26.455,-8.927,-12.361,-17.887,-7.349,0.635,-9.203,-15.318,-20.438,-26.433,-14.269,-13.897,-11.389,-15.23,-24.327,-23.463,-17.419,-20.857,-25.241,-18.613,-16.462,-12.875,-14.161,-13.662,-13.797,-12.045,-16.377,-12.256,-12.524,-13.886,-12.527,-20.519,-16.138,-13.872,-14.838,-19.195,-13.869,-15.549,-12.831,-12.113
10046.jpg,-16.531,-12.909,-16.74,-18.079,-12.887,-15.824,-13.849,-13.563,-12.376,-15.387,-12.758,-16.786,-23.132,-16.537,-15.952,-21.087,-17.941,-10.132,-16.261,-15.614,-13.83,-19.015,-12.274,-12.547,-11.876,-13.016,-13.766,-11.537,-11.429,-14.164,-14.95,-14.364,-15.524,-9.582,-19.6,-12.699,-10.281,-13.899,-11.212,-12.723,-5.541,-8.93,-12.865,-15.863,-6.328,-6.565,-17.094,-12.127,-18.976,-18.086,-14.58,-17.226,-20.537,-15.72,-12.591,-8.488,-13.032,-14.377,-17.353,-16.176,-20.14,-17.078,-16.003,-17.865,-14.631,-18.785,-15.426,-12.208,-15.362,-16.336,-10.927,-11.22,-15.057,-11.877
10051.jpg,-24.049,-15.339,-19.248,-17.851,-19.119,-17.44,-8.631,-18.496,-15.375,-20.823,-13.433,-18.243,-20.963,-18.276,-14.897,-23.931,-16.099,-10.448,-16.369,-19.431,-12.876,-25.252,-13.29,-16.308,-14.766,-13.745,-16.839,-15.973,-12.043,-18.413,-18.889,-15.741,-23.093,-13.794,-26.844,-9.422,-10.925,-16.195,-5.88,-0.437,-7.872,-14.046,-18.603,-25.094,-13.268,-12.152,-12.454,-16.153,-24.949,-22.265,-17.029,-20.04,-24.588,-19.274,-15.999,-14.139,-14.882,-15.518,-14.237,-13.06,-15.898,-12.905,-11.464,-13.684,-14.433,-22.064,-17.429,-14.266,-14.848,-19.614,-13.457,-15.293,-13.158,-11.514
10053.jpg,-21.208,-13.621,-18.257,-12.956,-17.482,-17.462,-10.805,-16.348,-13.364,-11.509,-10.423,-13.156,-21.881,-15.092,-15.831,-18.026,-18.862,-9.423,-12.773,-16.46,-14.239,-22.941,-10.057,-16.235,-11.635,-16.647,-14.337,-12.56,-13.107,-13.688,-17.555,-15.819,-16.742,-14.788,-19.796,-11.852,-14.839,-16.358,-11.105,-11.734,-5.48,-10.29,-11.186,-21.841,-3.58,-17.328,-17.638,-13.413,-22.283,-20.677,-18.509,-18.12,-23.598,-13.292,-7.874,-6.577,-10.595,-12.29,-14.488,-14.295,-14.636,-11.013,-12.907,-13.61,-9.405,-16.093,-16.425,-13.074,-13.056,-15.834,-13.58,-17.187,-11.834,-10.792
10056.jpg,-18.997,-17.271,-19.831,-20.641,-14.31,-12.549,-15.139,-13.201,-12.53,-15.084,-13.878,-15.48,-20.362,-17.623,-15.396,-21.1,-14.288,-15.105,-19.229,-20.705,-18.447,-22.888,-14.048,-10.158,-15.426,-15.138,-15.352,-14.013,-16.508,-16.267,-18.82,-15.922,-18.15,-13.142,-20.198,-14.696,-15.65,-19.344,-15.655,-16.023,-11.889,-16.405,-16.739,-19.793,-14.692,-14.808,-20.479,-7.39,-21.038,-16.615,-13.392,-21.372,-22.719,-15.245,-10.09,-11.613,-13.87,-14.811,-18.482,-17.877,-20.223,-15.695,-17.955,-17.659,-16.557,-18.388,-17.058,-15.669,-15.964,-17.191,-13.406,-12.592,-16.967,-13.919
10066.jpg,-18.059,-16.307,-18.281,-19.154,-16.782,-17.243,-10.326,-17.672,-13.941,-20.13,-13.569,-15.075,-21.41,-18.6,-16.52,-22.047,-8.133,-13.858,-19.003,-18.939,-15.553,-22.324,-12.626,-14.954,-15.687,-12.25,-13.335,-12.59,-12.655,-13.538,-16.581,-13.896,-16.385,-12.021,-18.758,-14.898,-13.101,-15.295,-11.783,-14.281,-13.04,-16.917,-22.441,-20.474,-14.219,-13.417,-13.942,-13.131,-20.711,-18.467,-12.987,-16.889,-16.569,-12.066,-14.856,-8.418,-11.249,-8.315,-5.744,-11.173,-14.63,-12.946,-3.607,-5.853,-12.896,-15.703,-8.577,-9.487,-10.679,-12.348,-6.405,-9.243,-12.158,-9.54
10069.jpg,-20.854,-13.2,-15.425,-12.771,-14.953,-17.687,-12.75,-15.783,-12.489,-19.046,-14.696,-16.337,-14.351,-8.707,-13.48,-17.977,-21.528,-15.33,-21.852,-23.166,-19.569,-26.909,-19.079,-17.601,-17.046,-19.2,-19.77,-18.244,-16.197,-18.113,-20.138,-15.707,-23.143,-17.403,-26.042,-14.314,-15.563,-21.348,-14.535,-14.836,-14.521,-20.903,-20.958,-24.15,-16.637,-15.262,-21.092,-16.118,-24.439,-22.073,-18.503,-22.366,-28.84,-20.388,-13.166,-14.285,-15.215,-20.285,-17.283,-18.522,-18.243,-17.211,-15.08,-16.39,-17.811,-21.171,-19.633,-15.878,-15.94,-20.543,-14.944,-17.326,-15.075,-15.47
